-6.638037636349583548e-02,-9.281747186240373731e-03,4.369924856748079456e-02
-5.749111529364354656e-01,9.884457379844752145e-02,1.926877701648561925e-01
-9.209787136175324740e-01,5.930965033754593413e-02,6.439262024824385922e-01
-1.420130776353063728e+00,4.753841505978595450e-02,7.401914321366201976e-01
-1.886249485952789184e+00,3.730513387759274435e-01,8.066896930254171538e-01
-2.171935697036327717e+00,8.962411181399555504e-01,8.130527475842165286e-01
-2.261241816355747503e+00,1.472645156551825929e+00,7.998463548420455815e-01
-2.435692536365219762e+00,2.042197190241717308e+00,7.978509052328336404e-01
-2.590317939994766672e+00,2.533542385160052923e+00,8.041379510171822176e-01
-2.771861605017052810e+00,3.057075996781366989e+00,8.441210047157829965e-01
-2.949046453305698812e+00,3.537767790477772234e+00,8.496170165142349351e-01
-3.046138851149999383e+00,4.031846800468952274e+00,8.287264213300575832e-01
-3.152641600791538323e+00,4.557495234223372549e+00,8.687296032373242882e-01
-3.231013328737623702e+00,5.067596128173472714e+00,8.894438976492154980e-01
-3.232397527828904771e+00,5.629453844506286941e+00,8.775993730037254803e-01
-3.282302047992750715e+00,6.150640008824528771e+00,8.928082603933894523e-01
-3.326038656392224180e+00,6.692428522786375567e+00,9.720208496746934879e-01
-3.312670606864158707e+00,7.206554855873735121e+00,9.774021480247598870e-01
-3.380168003266013521e+00,7.719414450827985164e+00,9.399547618550890826e-01
-3.398337166066863979e+00,8.236486001290415970e+00,9.453781950585244953e-01
-3.421546129338522313e+00,8.752889890640295434e+00,9.581355102894475451e-01
-3.488198916092915436e+00,9.290395232452516083e+00,9.300641664424023070e-01
-3.490651169654658936e+00,9.810247929275938361e+00,9.452837347045092153e-01
-3.520016366134235852e+00,1.039663720162337590e+01,1.002799030924902635e+00
-3.613560532035939410e+00,1.094415642809650357e+01,1.017426228873105298e+00
-3.651467864743285219e+00,1.149661733036285405e+01,9.888376739767023027e-01
-3.719227170273339933e+00,1.200375855474552367e+01,1.025633742335991805e+00
-3.829766866739598097e+00,1.259162785417491648e+01,1.036811494738400174e+00
-3.967374505923651373e+00,1.307514685331194748e+01,1.007649002364740864e+00
-4.291634649226806708e+00,1.360273805490879795e+01,9.686981565498289370e-01
-4.570578451297771849e+00,1.401819507592970737e+01,9.550092562875482916e-01
-4.912549902484996345e+00,1.438901318780669136e+01,9.101389860488727779e-01
-5.414430763612453568e+00,1.464242096395466142e+01,9.435362995756825244e-01
-5.921671604353021756e+00,1.479140178666846417e+01,9.644793015359337529e-01
-6.427693186953907123e+00,1.481373045287952550e+01,9.908455965847512426e-01
-6.916248635441476722e+00,1.497305574354807334e+01,1.003119950831371954e+00
-7.399369709072807666e+00,1.512578312227639898e+01,9.703742648740446564e-01
-7.911711028941174284e+00,1.538067782096427649e+01,9.111276392204318286e-01
-8.413952244781006229e+00,1.577578492001499377e+01,8.365349805692425811e-01
-8.839525685801042698e+00,1.625102895529864355e+01,7.515510532624845030e-01
-8.958489307507568000e+00,1.683227087286822155e+01,7.091394913124905441e-01
-8.790629183591686768e+00,1.734593594567597918e+01,7.025003332248528354e-01
-8.507311603804032174e+00,1.776699092075377706e+01,7.277981319778152880e-01
-8.136934969477918500e+00,1.813664947418959628e+01,6.562380642701501898e-01
-7.832670985070977920e+00,1.864314642920474441e+01,5.778612170264330050e-01
-7.554318067461833763e+00,1.909595051101502250e+01,5.528991611073343915e-01
-7.273964869546447609e+00,1.955105646731272984e+01,5.879397658513787484e-01
-7.025677236243361712e+00,2.006111026291037547e+01,5.776053677606332037e-01
-6.712120924416987933e+00,2.049533295345444017e+01,5.543592694266996634e-01
-6.412943445026820122e+00,2.092569652545134318e+01,5.793382886883485794e-01
-6.117842538240818584e+00,2.140154203257664278e+01,6.005447452954449927e-01
-5.764641693143904178e+00,2.179430341436347973e+01,5.911334755213314418e-01
-5.484611511619427837e+00,2.223982506477628007e+01,5.850843759545784062e-01
-5.214568049056318877e+00,2.266518992713517733e+01,6.109436319174158525e-01
-4.843702311618019785e+00,2.310563418778838241e+01,5.754777351762453419e-01
-4.602517229786730724e+00,2.354638469424120828e+01,5.322713123388000955e-01
-4.312622166636077559e+00,2.402596781752424349e+01,5.297463902401126079e-01
-4.031246568618037429e+00,2.444851282473718257e+01,5.057653464720042180e-01
-3.802335667604511027e+00,2.494124765819445599e+01,4.745042604875954195e-01
-3.519849590079931367e+00,2.538848122385921258e+01,4.725729655256087347e-01
-3.242518689127253495e+00,2.581913279642814985e+01,5.108728309353302022e-01
-2.994293643177469377e+00,2.628201572444676515e+01,5.349538840859949795e-01
-2.696298191655775334e+00,2.669188898191327652e+01,5.026168376068665955e-01
-2.391809362800096928e+00,2.715037335712112565e+01,4.891158030839682369e-01
-2.065559196011383936e+00,2.762052734738896120e+01,4.796146770008505866e-01
-1.692935957878716424e+00,2.802833389542785625e+01,4.294358799882944111e-01
-1.398714180678534369e+00,2.844281442542828486e+01,3.912715326936672677e-01
-1.065374198928618066e+00,2.888322173317730091e+01,3.705275168641828376e-01
-7.131607954285609230e-01,2.935654500842869297e+01,3.632242060524289995e-01
-4.477635703639645803e-01,2.980822398260378492e+01,3.247143252803799673e-01
-1.203092089404143306e-01,3.022646841774565019e+01,3.089180659986348609e-01
1.993756466461903964e-01,3.071355518284856601e+01,3.206393814593370140e-01
4.915703267300046142e-01,3.114819925067408590e+01,3.875657973923347099e-01
8.415667051584783120e-01,3.156600033617594292e+01,3.771932483651617707e-01
1.145851471437327351e+00,3.201152048516789250e+01,3.542621439189572174e-01
1.424148083650064400e+00,3.247257783797075348e+01,3.485825227751838118e-01
1.615060052354454712e+00,3.294817524275993037e+01,3.202163618648789511e-01
1.675624835790160860e+00,3.344720487675188281e+01,2.687895869066005972e-01
1.890597804699267526e+00,3.403084662227750812e+01,2.601583326916768191e-01
2.087468913567410045e+00,3.450505606239215695e+01,2.707940997961910679e-01
2.289219501404622381e+00,3.498369725228170779e+01,2.641943080679489131e-01
2.575380539743833630e+00,3.550363512902566043e+01,2.525188920206534737e-01
2.788850930360677882e+00,3.599467332805749464e+01,2.910452087760516671e-01
3.036169689264839100e+00,3.647091043417211154e+01,3.648468011652741816e-01
3.280545187376649352e+00,3.698096512368023525e+01,3.499404896146554034e-01
3.377237878816834460e+00,3.749653454751569370e+01,2.663792021089706474e-01
3.477675931124844855e+00,3.803382635478180873e+01,2.232334727562581833e-01
3.539150069141308030e+00,3.862957488999123967e+01,2.416276843800160556e-01
3.580141174334713128e+00,3.922509098915908510e+01,1.990986413136313637e-01
3.676207468419690372e+00,3.979118354191522400e+01,1.456013850419570765e-01
3.690562015451932965e+00,4.029986341192754651e+01,1.532044022074148804e-01
3.684930273929895694e+00,4.080589571894143575e+01,1.882959900820609656e-01
3.700553339518001916e+00,4.142220478691393026e+01,1.870724060368156305e-01
3.639696786945620044e+00,4.199772492821008285e+01,1.512344551144990945e-01
3.625151814335875411e+00,4.256781834469579451e+01,1.348262984594872649e-01
3.580200295559099466e+00,4.312943167243128784e+01,1.637433066147320759e-01
3.529066922323132349e+00,4.372327562595920369e+01,1.515815258449710601e-01
3.554438737327889619e+00,4.430785072601004515e+01,9.027896180521394198e-02
3.485172632950656268e+00,4.487516856278721633e+01,8.255772417427642562e-02
3.447023796102986370e+00,4.543344273566766134e+01,1.105484829847505346e-01
3.449610158736807985e+00,4.596561071630534201e+01,9.224554121831737841e-02
3.352239817555301649e+00,4.648189557006408279e+01,3.891585888624261858e-02
3.277733690629242691e+00,4.699100005259161605e+01,2.208223728104867500e-02
3.185339259666223999e+00,4.753238864997886282e+01,6.358104355430981014e-02
3.060729357417196539e+00,4.807340119755162533e+01,5.820474449240282955e-02
