-1.837432934322473232e-01,8.007311688259025062e-02,-6.823980861458127378e-03
-4.481258704519993641e-01,2.947421890598774796e-01,3.994840623899069132e-01
-3.632023789451931384e-01,7.937196405738734528e-01,5.031931595741244712e-01
-1.022390683206192419e-02,1.143925079328275141e+00,4.286485319304871866e-01
5.158984922016520702e-01,1.289450406873905219e+00,2.028830573585418406e-01
9.741248142195585435e-01,1.319577852629180370e+00,-7.352810987826174927e-02
1.464782703216671367e+00,1.272428448274203427e+00,-2.637769951448069028e-01
1.980709504119400499e+00,1.175867588535941088e+00,-3.126403672551949509e-01
2.484310847300545078e+00,1.116986274417791858e+00,-2.923008917139999219e-01
3.102441028964595837e+00,1.014169716424762502e+00,-3.090711722659558736e-01
3.677418717126392345e+00,9.297677112688539358e-01,-3.112115770592941422e-01
4.181234884381904493e+00,8.656776088497728505e-01,-3.407181429756445668e-01
4.731891679355398672e+00,8.522818318633827994e-01,-2.932681494773899389e-01
5.240791375118496020e+00,8.580172653710800290e-01,-2.780125056998082878e-01
5.781002533443307279e+00,9.516157582569415574e-01,-2.628968694073443579e-01
6.375678957625535048e+00,1.012194381697517409e+00,-2.392187178138928672e-01
6.890788023495635350e+00,9.857062961839713200e-01,-2.561513611889721931e-01
7.394905990778901206e+00,9.072694537307633977e-01,-2.756800597616653192e-01
7.943353498700561843e+00,8.015748925017673887e-01,-2.763399079668334979e-01
8.468671260764505604e+00,7.126082745376511873e-01,-2.273716105235795149e-01
8.963915125120710314e+00,5.999891863316306750e-01,-2.037848716845175323e-01
9.453473845969300626e+00,4.911479335796895551e-01,-1.904949043309707157e-01
9.932978536799380365e+00,3.275915857316907265e-01,-2.005243427313900817e-01
1.049884774012414290e+01,2.225653107251727159e-01,-2.154114202929668098e-01
1.099862394356001261e+01,1.963855226692825529e-01,-2.105836238994930332e-01
1.150167865367055064e+01,1.727101775517722038e-01,-2.185224143941476294e-01
1.200671241328618777e+01,1.422914493058277108e-01,-2.288567070450306662e-01
1.256310095102318414e+01,1.547441737037745790e-01,-2.269054993832034794e-01
1.308065480293086935e+01,1.958464826564026429e-01,-2.020545012050432021e-01
1.364332818653720203e+01,2.794045599624871978e-01,-1.987711123093796051e-01
1.416540139372709639e+01,5.632478146683860265e-01,-2.405711999322191208e-01
1.460450421721800751e+01,9.119315015198371510e-01,-2.661825524066185888e-01
