-7.498317158949915906e-02,-1.852833728607503408e-02,3.698941870039545304e-02
-6.399156948768776332e-02,-1.446350138783139561e-02,6.866772371887200355e-02
-5.747992448478659450e-02,-1.010461544099155139e-02,8.947134844214801874e-02
-5.863727233191530497e-02,-8.867013183693291459e-03,9.443574394014379869e-02
-6.014872653145829362e-02,-1.040547786614444588e-02,9.028736234896835022e-02
-6.273220735377926793e-02,-7.785086991605048162e-03,8.612493627979378452e-02
-5.863732793430377621e-02,-3.776902199484177824e-03,9.599310990754703066e-02
-5.633124753474919033e-02,-6.052984761506232173e-03,1.059259153714134233e-01
-5.151843742854859964e-02,-8.205104442704249518e-03,1.071904383784862830e-01
-5.187861509721052033e-02,-1.257105519915219238e-02,1.053128373227576464e-01
-5.367216845571088496e-02,-1.617968275861375940e-02,1.056748713285455693e-01
-5.557319786705201825e-02,-1.279024933665873914e-02,1.049774017248890357e-01
-5.419482216768656269e-02,-1.327639732438811934e-02,1.200314643863400893e-01
-5.301889595415412715e-02,-1.343970352326750994e-02,1.277539732735311628e-01
-5.340825517188662469e-02,-1.108991373078911484e-02,1.259123595523200800e-01
-5.522015762859160126e-02,-1.099985825651592260e-02,1.229613972421215035e-01
-5.363985405753610158e-02,-8.292316456105041853e-03,1.236718417080330812e-01
-5.060912389444577331e-02,-1.032755055004390063e-02,1.273535115261122674e-01
-4.851185162783405724e-02,-1.275363635986042146e-02,1.392717020399727723e-01
-5.021919506584829329e-02,-1.142381662195895639e-02,1.465379592657906072e-01
-5.242521411624769673e-02,-1.082063513010026769e-02,1.507796037837942082e-01
-5.358705705022820398e-02,-9.641053891024677774e-03,1.509281632671655993e-01
-4.940682116789534700e-02,-1.141804936361969988e-02,1.479931939836532928e-01
-5.027718198219048584e-02,-1.670786321536921540e-02,1.548214189600045643e-01
-5.348665313220149486e-02,-1.980286417172810731e-02,1.601020921326661572e-01
-5.596384581847059503e-02,-2.098058153400740589e-02,1.619380469628756425e-01
-5.506030342184434212e-02,-2.091612904281058005e-02,1.597352676842250796e-01
-5.408737405887440591e-02,-1.554118231188849480e-02,1.542650463273470274e-01
-5.295717671063755738e-02,-1.205111051497972235e-02,1.598686050665404090e-01
-5.443131290665517708e-02,-1.630629294074761176e-02,1.657554138918617137e-01
-5.265204903792605751e-02,-1.765115088598401619e-02,1.669830756513802361e-01
